Date,Orders,Subtotal,Gross Sales,Refunds,Discounts,Net Sales,Cash,Gift Card Redemption,Store Credit Redemption,Taxes You Owe,Tips,Total Sales,Processing Fees,Snackpass Fees
9/28/2025,175,"$2,167.48 ","$2,362.85 ",$11.83 ,$128.69 ,"$2,222.33 ",$0.00 ,$0.00 ,$0.00 ,$6.85 ,$51.00 ,"$2,280.18 ",$119.01 ,$108.58 
9/27/2025,191,"$2,402.13 ","$2,614.95 ",$0.00 ,$155.07 ,"$2,459.88 ",$0.00 ,$0.00 ,$0.00 ,$11.07 ,$45.81 ,"$2,516.76 ",$130.37 ,$120.36 
9/26/2025,184,"$2,267.60 ","$2,481.27 ",$0.00 ,$156.97 ,"$2,324.30 ",$0.00 ,$0.00 ,$0.00 ,$8.97 ,$56.85 ,"$2,390.12 ",$124.54 ,$113.54 
9/25/2025,214,"$2,385.21 ","$2,629.29 ",$0.00 ,$180.58 ,"$2,448.71 ",$0.00 ,$0.00 ,$0.00 ,$3.90 ,$55.50 ,"$2,508.11 ",$137.07 ,$119.51 
9/24/2025,152,"$1,747.98 ","$1,945.63 ",$10.75 ,$142.75 ,"$1,792.13 ",$0.00 ,$0.00 ,$0.00 ,$5.70 ,$42.50 ,"$1,840.33 ",$99.38 ,$87.54 
9/23/2025,169,"$2,019.67 ","$2,212.19 ",$6.92 ,$135.90 ,"$2,069.37 ",$0.00 ,$0.00 ,$0.00 ,$5.74 ,$42.00 ,"$2,117.11 ",$112.45 ,$101.18 
9/22/2025,111,"$1,445.08 ","$1,588.30 ",$0.00 ,$109.87 ,"$1,478.43 ",$0.00 ,$0.00 ,$0.00 ,$6.22 ,$33.65 ,"$1,518.30 ",$77.40 ,$72.37 
9/21/2025,180,"$2,300.22 ","$2,471.84 ",$3.49 ,$114.33 ,"$2,354.02 ",$0.00 ,$0.00 ,$0.00 ,$5.88 ,$58.30 ,"$2,418.20 ",$124.33 ,$115.14 
9/20/2025,201,"$2,623.19 ","$2,810.25 ",$0.00 ,$125.81 ,"$2,684.44 ",$0.00 ,$0.00 ,$0.00 ,$9.63 ,$71.00 ,"$2,765.07 ",$140.51 ,$131.33 
9/19/2025,201,"$2,733.15 ","$2,918.64 ",$0.00 ,$124.34 ,"$2,794.30 ",$0.00 ,$0.00 ,$0.00 ,$8.83 ,$62.01 ,"$2,865.14 ",$143.42 ,$136.78 
9/18/2025,193,"$2,388.81 ","$2,576.76 ",$24.79 ,$105.41 ,"$2,446.56 ",$0.00 ,$0.00 ,$0.00 ,$4.60 ,$31.00 ,"$2,482.16 ",$130.82 ,$119.91 
9/17/2025,179,"$2,125.92 ","$2,216.78 ",$0.00 ,$37.61 ,"$2,179.17 ",$0.00 ,$0.00 ,$0.00 ,$6.78 ,$49.37 ,"$2,235.32 ",$118.74 ,$107.34 
9/16/2025,214,"$2,592.43 ","$2,744.26 ",$0.00 ,$87.73 ,"$2,656.53 ",$0.00 ,$0.00 ,$0.00 ,$7.90 ,$60.80 ,"$2,725.23 ",$143.28 ,$129.81 
9/15/2025,129,"$1,434.28 ","$1,588.90 ",$0.00 ,$115.37 ,"$1,473.53 ",$0.00 ,$0.00 ,$0.00 ,$4.52 ,$34.00 ,"$1,512.05 ",$82.74 ,$72.57 
9/14/2025,221,"$2,965.27 ","$3,116.29 ",$0.00 ,$85.27 ,"$3,031.02 ",$0.00 ,$0.00 ,$0.00 ,$6.35 ,$56.00 ,"$3,093.37 ",$156.00 ,$148.51 
9/13/2025,230,"$2,715.31 ","$2,830.38 ",$0.00 ,$46.07 ,"$2,784.31 ",$0.00 ,$0.00 ,$0.00 ,$6.99 ,$42.85 ,"$2,834.15 ",$151.48 ,$136.59 
9/12/2025,208,"$2,681.37 ","$2,833.00 ",$0.00 ,$89.33 ,"$2,743.67 ",$0.00 ,$0.00 ,$0.00 ,$6.92 ,$51.72 ,"$2,802.31 ",$143.65 ,$134.21 
9/11/2025,194,"$2,263.39 ","$2,490.86 ",$7.51 ,$162.61 ,"$2,320.74 ",$0.00 ,$0.00 ,$0.00 ,$10.62 ,$60.75 ,"$2,392.11 ",$128.02 ,$114.27 
9/10/2025,172,"$1,902.57 ","$2,106.87 ",$0.00 ,$152.80 ,"$1,954.07 ",$0.00 ,$0.00 ,$0.00 ,$6.13 ,$46.00 ,"$2,006.20 ",$109.79 ,$95.29 
9/9/2025,189,"$2,068.26 ","$2,266.13 ",$0.00 ,$140.82 ,"$2,125.31 ",$0.00 ,$0.00 ,$0.00 ,$4.96 ,$51.00 ,"$2,181.27 ",$120.40 ,$104.58 
9/8/2025,115,"$1,268.95 ","$1,398.25 ",$0.00 ,$95.35 ,"$1,302.90 ",$0.00 ,$0.00 ,$0.00 ,$2.96 ,$29.25 ,"$1,335.11 ",$73.22 ,$63.59 
9/7/2025,196,"$2,537.48 ","$2,677.79 ",$0.00 ,$81.71 ,"$2,596.08 ",$0.00 ,$0.00 ,$0.00 ,$5.91 ,$63.01 ,"$2,665.00 ",$136.25 ,$127.90 
9/6/2025,209,"$2,766.11 ","$2,939.82 ",$0.00 ,$110.36 ,"$2,829.46 ",$0.00 ,$0.00 ,$0.00 ,$5.64 ,$63.57 ,"$2,898.67 ",$146.73 ,$138.42 
9/5/2025,258,"$2,832.67 ","$3,154.67 ",$0.00 ,$245.20 ,"$2,909.47 ",$0.00 ,$0.00 ,$0.00 ,$9.87 ,$73.50 ,"$2,992.84 ",$164.19 ,$141.86 
9/4/2025,200,"$2,395.84 ","$2,627.90 ",$0.00 ,$172.66 ,"$2,455.24 ",$0.00 ,$0.00 ,$0.00 ,$9.54 ,$51.50 ,"$2,516.28 ",$133.00 ,$119.93 
9/3/2025,150,"$1,774.16 ","$1,995.21 ",$0.00 ,$175.05 ,"$1,820.16 ",$0.00 ,$0.00 ,$0.00 ,$6.22 ,$37.00 ,"$1,863.38 ",$99.13 ,$88.85 
9/2/2025,171,"$1,855.16 ","$2,059.09 ",$0.00 ,$151.98 ,"$1,907.11 ",$0.00 ,$0.00 ,$0.00 ,$2.72 ,$39.50 ,"$1,949.33 ",$108.22 ,$93.80 
9/1/2025,186,"$2,419.72 ","$2,660.11 ",$0.00 ,$185.09 ,"$2,475.02 ",$0.00 ,$0.00 ,$0.00 ,$11.20 ,$57.80 ,"$2,544.02 ",$129.54 ,$121.18 
8/31/2025,243,"$2,968.61 ","$3,270.71 ",$25.19 ,$204.61 ,"$3,040.91 ",$0.00 ,$0.00 ,$0.00 ,$19.31 ,$70.02 ,"$3,130.24 ",$164.51 ,$148.66 
8/30/2025,195,"$2,453.22 ","$2,690.80 ",$0.00 ,$178.93 ,"$2,511.87 ",$0.00 ,$0.00 ,$0.00 ,$5.55 ,$59.66 ,"$2,577.08 ",$133.36 ,$122.82 
8/29/2025,211,"$2,698.96 ","$2,845.09 ",$0.00 ,$82.78 ,"$2,762.31 ",$0.00 ,$0.00 ,$0.00 ,$9.58 ,$61.35 ,"$2,833.24 ",$145.46 ,$135.13 
8/28/2025,171,"$2,095.51 ","$2,284.80 ",$0.00 ,$137.14 ,"$2,147.66 ",$0.00 ,$0.00 ,$0.00 ,$4.26 ,$62.97 ,"$2,214.89 ",$115.65 ,$104.90 
8/27/2025,427,"$3,680.41 ","$5,310.01 ",$0.00 ,"$1,504.35 ","$3,805.66 ",$0.00 ,$0.00 ,$0.00 ,$13.26 ,$87.32 ,"$3,906.24 ",$241.42 ,$184.34 
8/26/2025,166,"$1,867.41 ","$2,102.74 ",$0.00 ,$185.43 ,"$1,917.31 ",$0.00 ,$0.00 ,$0.00 ,$8.61 ,$56.85 ,"$1,982.77 ",$107.36 ,$93.47 
8/25/2025,211,"$2,462.98 ","$2,723.31 ",$0.00 ,$195.68 ,"$2,527.63 ",$0.00 ,$0.00 ,$0.00 ,$5.88 ,$69.51 ,"$2,603.02 ",$139.11 ,$124.04 
8/24/2025,248,"$3,139.93 ","$3,450.88 ",$7.51 ,$229.99 ,"$3,213.38 ",$0.00 ,$0.00 ,$0.00 ,$6.74 ,$85.00 ,"$3,305.12 ",$170.60 ,$157.13 
8/23/2025,184,"$2,249.26 ","$2,459.57 ",$23.66 ,$131.80 ,"$2,304.11 ",$0.00 ,$0.00 ,$0.00 ,$7.70 ,$83.60 ,"$2,395.41 ",$125.46 ,$112.62 
8/22/2025,160,"$1,887.64 ","$2,047.89 ",$0.00 ,$111.95 ,"$1,935.94 ",$0.00 ,$0.00 ,$0.00 ,$5.03 ,$68.70 ,"$2,009.67 ",$105.95 ,$94.51 
8/21/2025,105,"$1,218.93 ","$1,336.05 ",$0.00 ,$85.77 ,"$1,250.28 ",$0.00 ,$0.00 ,$0.00 ,$5.28 ,$38.17 ,"$1,293.73 ",$69.06 ,$61.03 
8/20/2025,118,"$1,525.29 ","$1,672.06 ",$0.00 ,$109.87 ,"$1,562.19 ",$0.00 ,$0.00 ,$0.00 ,$3.65 ,$51.30 ,"$1,617.14 ",$82.15 ,$76.35 
8/19/2025,92,"$1,029.70 ","$1,133.29 ",$7.76 ,$68.28 ,"$1,057.25 ",$0.00 ,$0.00 ,$0.00 ,$3.24 ,$40.00 ,"$1,100.49 ",$59.79 ,$51.58 
8/18/2025,67,$857.41 ,$947.91 ,$0.00 ,$69.65 ,$878.26 ,$0.00 ,$0.00 ,$0.00 ,$7.56 ,$29.00 ,$914.82 ,$46.62 ,$42.91 
8/17/2025,99,"$1,308.14 ","$1,402.76 ",$0.00 ,$64.87 ,"$1,337.89 ",$0.00 ,$0.00 ,$0.00 ,$7.22 ,$41.00 ,"$1,386.11 ",$69.91 ,$65.50 
8/16/2025,104,"$1,447.75 ","$1,564.17 ",$0.00 ,$85.22 ,"$1,478.95 ",$0.00 ,$0.00 ,$0.00 ,$5.48 ,$63.00 ,"$1,547.43 ",$76.09 ,$72.45 
8/15/2025,109,"$1,508.18 ","$1,638.40 ",$0.00 ,$96.07 ,"$1,542.33 ",$0.00 ,$0.00 ,$0.00 ,$3.91 ,$51.78 ,"$1,598.02 ",$79.09 ,$75.46 
8/14/2025,113,"$1,411.46 ","$1,535.76 ",$0.00 ,$90.15 ,"$1,445.61 ",$0.00 ,$0.00 ,$0.00 ,$7.62 ,$62.00 ,"$1,515.23 ",$77.89 ,$70.69 
8/13/2025,85,$979.50 ,"$1,071.26 ",$0.00 ,$65.91 ,"$1,005.35 ",$0.00 ,$0.00 ,$0.00 ,$3.76 ,$32.00 ,"$1,041.11 ",$55.68 ,$49.06 
8/12/2025,78,$873.02 ,$981.60 ,$0.00 ,$84.28 ,$897.32 ,$0.00 ,$0.00 ,$0.00 ,$1.72 ,$21.45 ,$920.49 ,$50.15 ,$43.71 
8/11/2025,81,$913.16 ,$992.95 ,$0.00 ,$55.94 ,$937.01 ,$0.00 ,$0.00 ,$0.00 ,$3.92 ,$35.50 ,$976.43 ,$52.65 ,$45.75 
8/10/2025,112,"$1,274.59 ","$1,389.05 ",$0.00 ,$81.16 ,"$1,307.89 ",$0.00 ,$0.00 ,$0.00 ,$3.94 ,$43.17 ,"$1,355.00 ",$72.95 ,$63.80 
8/9/2025,96,"$1,338.98 ","$1,432.09 ",$0.00 ,$63.11 ,"$1,368.98 ",$0.00 ,$0.00 ,$0.00 ,$6.00 ,$40.91 ,"$1,415.89 ",$70.05 ,$67.39 
8/8/2025,89,"$1,271.52 ","$1,362.52 ",$0.00 ,$63.95 ,"$1,298.57 ",$0.00 ,$0.00 ,$0.00 ,$7.56 ,$44.01 ,"$1,350.14 ",$66.03 ,$64.09 
8/7/2025,103,"$1,388.00 ","$1,526.15 ",$7.95 ,$99.70 ,"$1,418.50 ",$0.00 ,$0.00 ,$0.00 ,$6.04 ,$38.60 ,"$1,463.14 ",$73.77 ,$69.85 
8/6/2025,100,"$1,449.53 ","$1,592.02 ",$24.81 ,$86.98 ,"$1,480.23 ",$0.00 ,$0.00 ,$0.00 ,$9.94 ,$44.66 ,"$1,534.83 ",$75.30 ,$72.52 
8/5/2025,70,$911.10 ,$982.67 ,$0.00 ,$50.77 ,$931.90 ,$0.00 ,$0.00 ,$0.00 ,$5.90 ,$28.00 ,$965.80 ,$49.01 ,$45.57 
8/4/2025,87,"$1,109.34 ","$1,191.37 ",$0.00 ,$55.58 ,"$1,135.79 ",$0.00 ,$0.00 ,$0.00 ,$5.44 ,$41.99 ,"$1,183.22 ",$60.40 ,$55.55 
8/3/2025,97,"$1,281.27 ","$1,366.09 ",$0.00 ,$55.77 ,"$1,310.32 ",$0.00 ,$0.00 ,$0.00 ,$5.69 ,$45.00 ,"$1,361.01 ",$68.61 ,$64.14 
8/2/2025,104,"$1,393.93 ","$1,483.54 ",$0.00 ,$58.01 ,"$1,425.53 ",$0.00 ,$0.00 ,$0.00 ,$5.91 ,$57.01 ,"$1,488.45 ",$74.38 ,$69.75 
8/1/2025,105,"$1,382.50 ","$1,489.80 ",$0.00 ,$75.55 ,"$1,414.25 ",$0.00 ,$0.00 ,$0.00 ,$4.21 ,$47.02 ,"$1,465.48 ",$74.01 ,$69.21 
7/31/2025,110,"$1,453.72 ","$1,584.25 ",$0.00 ,$96.13 ,"$1,488.12 ",$0.00 ,$0.00 ,$0.00 ,$2.37 ,$44.00 ,"$1,534.49 ",$77.46 ,$72.79 
7/30/2025,105,"$1,393.28 ","$1,522.66 ",$0.00 ,$97.43 ,"$1,425.23 ",$0.00 ,$0.00 ,$0.00 ,$6.57 ,$47.50 ,"$1,479.30 ",$74.43 ,$69.74 
7/29/2025,97,"$1,178.76 ","$1,277.50 ",$0.00 ,$68.99 ,"$1,208.51 ",$0.00 ,$0.00 ,$0.00 ,$6.27 ,$36.77 ,"$1,251.55 ",$65.44 ,$59.02 
7/28/2025,71,$872.34 ,$938.42 ,$0.00 ,$44.53 ,$893.89 ,$0.00 ,$0.00 ,$0.00 ,$4.54 ,$42.45 ,$940.88 ,$48.62 ,$43.70 
7/27/2025,121,"$1,535.28 ","$1,673.51 ",$0.00 ,$101.08 ,"$1,572.43 ",$0.00 ,$0.00 ,$0.00 ,$4.51 ,$49.00 ,"$1,625.94 ",$83.50 ,$76.80 
7/26/2025,103,"$1,440.75 ","$1,545.60 ",$0.25 ,$72.95 ,"$1,472.40 ",$0.00 ,$0.00 ,$0.00 ,$7.31 ,$48.50 ,"$1,528.21 ",$75.31 ,$72.14 
7/25/2025,107,"$1,505.81 ","$1,622.26 ",$0.00 ,$84.20 ,"$1,538.06 ",$0.00 ,$0.00 ,$0.00 ,$3.39 ,$60.01 ,"$1,601.46 ",$78.55 ,$75.34 
7/24/2025,109,"$1,337.09 ","$1,440.03 ",$0.00 ,$69.69 ,"$1,370.34 ",$0.00 ,$0.00 ,$0.00 ,$2.78 ,$50.50 ,"$1,423.62 ",$74.00 ,$66.98 
7/23/2025,99,"$1,106.92 ","$1,260.16 ",$26.27 ,$97.82 ,"$1,136.07 ",$0.00 ,$0.00 ,$0.00 ,$3.38 ,$42.60 ,"$1,182.05 ",$64.78 ,$55.40 
7/22/2025,105,"$1,260.16 ","$1,369.27 ",$0.00 ,$76.76 ,"$1,292.51 ",$0.00 ,$0.00 ,$0.00 ,$3.40 ,$46.05 ,"$1,341.96 ",$70.43 ,$63.08 
7/21/2025,111,"$1,524.34 ","$1,643.77 ",$0.00 ,$86.38 ,"$1,557.39 ",$0.00 ,$0.00 ,$0.00 ,$8.28 ,$42.50 ,"$1,608.17 ",$79.94 ,$76.27 
7/20/2025,147,"$1,892.20 ","$2,053.72 ",$19.75 ,$97.37 ,"$1,936.60 ",$0.00 ,$0.00 ,$0.00 ,$6.66 ,$64.00 ,"$2,007.26 ",$102.97 ,$94.69 
7/19/2025,116,"$1,847.25 ","$1,968.57 ",$0.00 ,$86.12 ,"$1,882.45 ",$0.00 ,$0.00 ,$0.00 ,$4.87 ,$61.00 ,"$1,948.32 ",$91.36 ,$92.42 
7/18/2025,103,"$1,487.50 ","$1,569.65 ",$0.00 ,$50.60 ,"$1,519.05 ",$0.00 ,$0.00 ,$0.00 ,$8.24 ,$42.65 ,"$1,569.94 ",$76.44 ,$74.42 
7/17/2025,100,"$1,205.64 ","$1,298.93 ",$0.00 ,$63.49 ,"$1,235.44 ",$0.00 ,$0.00 ,$0.00 ,$4.02 ,$56.78 ,"$1,296.24 ",$67.61 ,$60.38 
7/16/2025,103,"$1,310.87 ","$1,438.62 ",$0.00 ,$97.40 ,"$1,341.22 ",$0.00 ,$0.00 ,$0.00 ,$6.66 ,$42.50 ,"$1,390.38 ",$71.21 ,$65.65 
7/15/2025,105,"$1,379.96 ","$1,501.08 ",$0.00 ,$89.77 ,"$1,411.31 ",$0.00 ,$0.00 ,$0.00 ,$7.07 ,$34.04 ,"$1,452.42 ",$73.61 ,$69.08 
7/14/2025,85,$997.53 ,"$1,084.96 ",$0.00 ,$61.58 ,"$1,023.38 ",$0.00 ,$0.00 ,$0.00 ,$2.93 ,$40.50 ,"$1,066.81 ",$56.49 ,$49.96 
7/13/2025,102,"$1,304.20 ","$1,395.50 ",$9.87 ,$50.48 ,"$1,335.15 ",$0.00 ,$0.00 ,$0.00 ,$4.08 ,$51.51 ,"$1,390.74 ",$71.28 ,$65.32 
7/12/2025,68,$946.22 ,"$1,011.76 ",$0.00 ,$45.34 ,$966.42 ,$0.00 ,$0.00 ,$0.00 ,$0.98 ,$30.12 ,$997.52 ,$49.36 ,$47.40 
7/11/2025,82,"$1,138.04 ","$1,230.75 ",$0.00 ,$67.86 ,"$1,162.89 ",$0.00 ,$0.00 ,$0.00 ,$0.31 ,$32.00 ,"$1,195.20 ",$58.63 ,$56.99 
7/10/2025,69,$889.44 ,$968.25 ,$0.00 ,$57.96 ,$910.29 ,$0.00 ,$0.00 ,$0.00 ,$0.95 ,$18.00 ,$929.24 ,$47.67 ,$44.53 
7/9/2025,82,$999.38 ,"$1,092.61 ",$0.00 ,$68.73 ,"$1,023.88 ",$0.00 ,$0.00 ,$0.00 ,$4.42 ,$35.87 ,"$1,064.17 ",$55.50 ,$50.04 
7/8/2025,61,$849.37 ,$904.51 ,$0.00 ,$36.39 ,$868.12 ,$0.00 ,$0.00 ,$0.00 ,$4.95 ,$41.00 ,$914.07 ,$44.83 ,$42.52 
7/7/2025,56,$868.02 ,$929.87 ,$0.00 ,$44.25 ,$885.62 ,$0.00 ,$0.00 ,$0.00 ,$0.36 ,$29.25 ,$915.23 ,$43.36 ,$43.43 
7/6/2025,67,"$1,016.93 ","$1,079.57 ",$0.00 ,$41.89 ,"$1,037.68 ",$0.00 ,$0.00 ,$0.00 ,$2.79 ,$36.00 ,"$1,076.47 ",$51.31 ,$50.89 
7/5/2025,72,"$1,032.64 ","$1,098.46 ",$0.00 ,$44.32 ,"$1,054.14 ",$0.00 ,$0.00 ,$0.00 ,$8.12 ,$40.00 ,"$1,102.26 ",$53.58 ,$51.70 
7/4/2025,75,"$1,067.91 ","$1,156.02 ",$0.00 ,$65.56 ,"$1,090.46 ",$0.00 ,$0.00 ,$0.00 ,$3.51 ,$39.00 ,"$1,132.97 ",$55.40 ,$53.47 
7/3/2025,92,"$1,480.30 ","$1,587.74 ",$0.00 ,$79.94 ,"$1,507.80 ",$0.00 ,$0.00 ,$0.00 ,$4.96 ,$42.25 ,"$1,555.01 ",$72.72 ,$74.08 
7/2/2025,70,$941.36 ,"$1,009.03 ",$0.00 ,$45.87 ,$963.16 ,$0.00 ,$0.00 ,$0.00 ,$1.27 ,$29.50 ,$993.93 ,$49.81 ,$47.10 
7/1/2025,86,"$1,117.21 ","$1,223.59 ",$0.00 ,$80.08 ,"$1,143.51 ",$0.00 ,$0.00 ,$0.00 ,$9.89 ,$43.99 ,"$1,197.39 ",$60.48 ,$55.90 
6/30/2025,57,$750.76 ,$802.53 ,$0.00 ,$34.52 ,$768.01 ,$0.00 ,$0.00 ,$0.00 ,$0.79 ,$29.50 ,$798.30 ,$40.25 ,$37.59 
6/29/2025,91,"$1,203.42 ","$1,284.32 ",$0.00 ,$53.45 ,"$1,230.87 ",$0.00 ,$0.00 ,$0.00 ,$3.57 ,$32.89 ,"$1,267.33 ",$64.09 ,$60.23 
6/28/2025,81,"$1,268.44 ","$1,327.46 ",$0.00 ,$33.87 ,"$1,293.59 ",$0.00 ,$0.00 ,$0.00 ,$5.49 ,$41.50 ,"$1,340.58 ",$63.19 ,$63.47 
6/27/2025,90,"$1,172.30 ","$1,265.96 ",$0.00 ,$65.96 ,"$1,200.00 ",$0.00 ,$0.00 ,$0.00 ,$4.42 ,$44.67 ,"$1,249.09 ",$63.24 ,$58.65 
6/26/2025,107,"$1,361.43 ","$1,466.28 ",$0.00 ,$72.30 ,"$1,393.98 ",$0.00 ,$0.00 ,$0.00 ,$3.67 ,$56.76 ,"$1,454.41 ",$74.41 ,$68.18 
6/25/2025,96,"$1,272.22 ","$1,364.61 ",$0.00 ,$62.79 ,"$1,301.82 ",$0.00 ,$0.00 ,$0.00 ,$3.63 ,$66.01 ,"$1,371.46 ",$68.55 ,$63.69 
6/24/2025,85,"$1,096.33 ","$1,182.23 ",$0.00 ,$59.45 ,"$1,122.78 ",$0.00 ,$0.00 ,$0.00 ,$5.38 ,$35.25 ,"$1,163.41 ",$59.29 ,$54.90 
6/23/2025,67,$846.16 ,$946.84 ,$23.72 ,$57.36 ,$865.76 ,$0.00 ,$0.00 ,$0.00 ,$2.82 ,$27.01 ,$895.59 ,$46.95 ,$42.79 
6/22/2025,114,"$1,374.19 ","$1,494.15 ",$0.00 ,$84.66 ,"$1,409.49 ",$0.00 ,$0.00 ,$0.00 ,$10.34 ,$46.00 ,"$1,465.83 ",$76.74 ,$68.83 
6/21/2025,76,$921.26 ,$988.72 ,$0.00 ,$44.66 ,$944.06 ,$0.00 ,$0.00 ,$0.00 ,$2.62 ,$26.55 ,$973.23 ,$51.08 ,$46.14 
6/20/2025,65,$988.86 ,"$1,068.44 ",$0.00 ,$59.93 ,"$1,008.51 ",$0.00 ,$0.00 ,$0.00 ,$7.09 ,$45.50 ,"$1,061.10 ",$50.30 ,$49.51 
6/19/2025,90,"$1,250.73 ","$1,338.11 ",$0.00 ,$59.88 ,"$1,278.23 ",$0.00 ,$0.00 ,$0.00 ,$7.94 ,$55.03 ,"$1,341.20 ",$66.13 ,$63.42 
6/18/2025,82,"$1,020.17 ","$1,107.40 ",$0.00 ,$61.53 ,"$1,045.87 ",$0.00 ,$0.00 ,$0.00 ,$7.27 ,$32.50 ,"$1,085.64 ",$56.08 ,$51.02 
6/17/2025,73,$917.22 ,"$1,014.39 ",$0.00 ,$74.22 ,$940.17 ,$0.00 ,$0.00 ,$0.00 ,$2.94 ,$33.00 ,$976.11 ,$50.36 ,$46.34 
6/16/2025,57,$914.21 ,$957.40 ,$0.00 ,$25.84 ,$931.56 ,$0.00 ,$0.00 ,$0.00 ,$5.78 ,$28.50 ,$965.84 ,$45.13 ,$45.74 
6/15/2025,62,$944.01 ,"$1,012.21 ",$0.00 ,$48.80 ,$963.41 ,$0.00 ,$0.00 ,$0.00 ,$4.37 ,$36.25 ,"$1,004.03 ",$47.75 ,$47.26 
6/14/2025,79,"$1,162.11 ","$1,223.15 ",$0.00 ,$36.19 ,"$1,186.96 ",$0.00 ,$0.00 ,$0.00 ,$5.52 ,$31.00 ,"$1,223.48 ",$59.17 ,$58.11 
6/13/2025,79,$945.80 ,"$1,019.93 ",$0.00 ,$49.68 ,$970.25 ,$0.00 ,$0.00 ,$0.00 ,$4.13 ,$31.50 ,"$1,005.88 ",$52.90 ,$47.37 
6/12/2025,66,$828.37 ,$901.23 ,$0.00 ,$52.86 ,$848.37 ,$0.00 ,$0.00 ,$0.00 ,$5.44 ,$33.17 ,$886.98 ,$45.54 ,$41.46 
6/11/2025,67,$710.20 ,$775.62 ,$0.00 ,$45.07 ,$730.55 ,$0.00 ,$0.00 ,$0.00 ,$1.03 ,$35.81 ,$767.39 ,$42.38 ,$35.58 
6/10/2025,66,$751.60 ,$823.77 ,$0.00 ,$52.77 ,$771.00 ,$0.00 ,$0.00 ,$0.00 ,$2.26 ,$32.19 ,$805.45 ,$43.16 ,$37.66 
6/9/2025,51,$692.38 ,$755.08 ,$0.00 ,$47.05 ,$708.03 ,$0.00 ,$0.00 ,$0.00 ,$3.16 ,$30.50 ,$741.69 ,$36.84 ,$34.67 
6/8/2025,93,"$1,228.24 ","$1,312.77 ",$17.93 ,$38.90 ,"$1,255.94 ",$0.00 ,$0.00 ,$0.00 ,$2.39 ,$59.20 ,"$1,317.53 ",$66.67 ,$61.47 
6/7/2025,82,"$1,115.29 ","$1,204.15 ",$6.43 ,$56.73 ,"$1,140.99 ",$0.00 ,$0.00 ,$0.00 ,$3.66 ,$45.00 ,"$1,189.65 ",$59.29 ,$55.85 
6/6/2025,65,$850.67 ,$935.64 ,$0.00 ,$64.72 ,$870.92 ,$0.00 ,$0.00 ,$0.00 ,$1.86 ,$36.00 ,$908.78 ,$45.87 ,$42.60 
6/5/2025,66,$911.56 ,$964.16 ,$0.00 ,$32.50 ,$931.66 ,$0.00 ,$0.00 ,$0.00 ,$8.30 ,$41.01 ,$980.97 ,$48.20 ,$45.62 
6/4/2025,58,$712.14 ,$782.66 ,$0.00 ,$52.82 ,$729.84 ,$0.00 ,$0.00 ,$0.00 ,$0.55 ,$27.00 ,$757.39 ,$39.36 ,$35.66 
6/3/2025,53,$705.83 ,$765.45 ,$0.00 ,$43.07 ,$722.38 ,$0.00 ,$0.00 ,$0.00 ,$6.23 ,$29.48 ,$758.09 ,$37.85 ,$35.32 
6/2/2025,41,$624.41 ,$664.03 ,$0.00 ,$27.07 ,$636.96 ,$0.00 ,$0.00 ,$0.00 ,$5.28 ,$22.00 ,$664.24 ,$31.57 ,$31.27 
6/1/2025,75,"$1,139.37 ","$1,194.44 ",$0.00 ,$32.22 ,"$1,162.22 ",$0.00 ,$0.00 ,$0.00 ,$6.01 ,$39.50 ,"$1,207.73 ",$57.49 ,$57.03 
5/31/2025,55,$842.04 ,$887.17 ,$0.00 ,$28.08 ,$859.09 ,$0.00 ,$0.00 ,$0.00 ,$8.61 ,$34.00 ,$901.70 ,$42.67 ,$42.17 
5/30/2025,50,$660.01 ,$705.77 ,$0.00 ,$30.56 ,$675.21 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$23.00 ,$698.21 ,$35.29 ,$33.04 
